case_no,rpm,p_amb_bar,t_amb_C,throttle_pct,alt_ft,power_kW,fuelflow_kgh,p_plenum_bar,t_plenum_K
405,5500,0.644,6,100,11998,99.43822314,32.19,1.4665,284.55
406,5500,0.572,0,100,15000,99.67265897,32.11,1.4462,278.45
407,5500,0.527,-4,100,17001,99.17756652,31.62,1.4211,274.65
408,5500,0.485,-8,100,18999,95.98580444,30.19,1.3831,270.85
409,5500,0.446,-12,100,21001,91.18905262,28.16,1.3405,267.05
410,5500,0.410,-16,100,22999,84.98688533,26.36,1.2953,263.25
411,5500,1.013,30,99.4,0,96.47963905,30.80,1.4012,308.05
412,5500,0.908,24,99.4,2999,96.25535746,30.28,1.4132,302.15
413,5500,0.812,18,99.4,5997,95.28960694,30.04,1.3741,296.35
414,5500,0.724,12,99.4,8999,94.41280003,29.41,1.3659,290.45
415,5500,0.644,6,99.4,11998,93.22464755,28.91,1.3835,284.45
416,5500,0.572,0,99.4,15000,93.88473918,29.10,1.3705,278.35
417,5500,0.527,-4,99.4,17001,94.31060732,29.03,1.3548,274.45
418,5500,0.485,-8,99.4,18999,92.04233465,28.07,1.3278,270.55
419,5500,0.446,-12,99.4,21001,87.81502756,26.49,1.2938,266.75
420,5500,0.410,-16,99.4,22999,81.98918537,24.96,1.2535,262.95
421,5500,1.013,30,98.8,0,93.73101216,29.48,1.3672,307.95
422,5500,0.908,24,98.8,2999,92.79627188,28.63,1.3710,302.15
423,5500,0.812,18,98.8,5997,91.03058736,27.90,1.3216,296.25
424,5500,0.724,12,98.8,8999,89.15473931,26.83,1.2974,290.35
425,5500,0.644,6,98.8,11998,87.34403269,25.99,1.3043,284.35
426,5500,0.572,0,98.8,15000,88.39203297,26.36,1.2984,278.25
427,5500,0.527,-4,98.8,17001,89.51353232,26.59,1.2910,274.35
428,5500,0.485,-8,98.8,18999,88.01821911,26.03,1.2735,270.35
429,5500,0.446,-12,98.8,21001,84.31471604,24.84,1.2465,266.45
430,5500,0.410,-16,98.8,22999,78.8808922,23.57,1.2102,262.65
431,5500,1.013,30,97.4,0,87.11189621,26.43,1.2882,307.95
432,5500,0.908,24,97.4,2999,84.69556547,24.93,1.2745,302.05
433,5500,0.812,18,97.4,5997,81.28289603,23.31,1.2077,296.25
434,5500,0.724,12,97.4,8999,77.57748533,21.64,1.1516,290.25
435,5500,0.644,6,97.4,11998,75.06493879,20.57,1.1379,284.25
436,5500,0.572,0,97.4,15000,76.83212905,21.11,1.1461,278.15
437,5500,0.527,-4,97.4,17001,78.84760196,21.68,1.1539,274.15
438,5500,0.485,-8,97.4,18999,78.61652088,21.73,1.1522,270.15
439,5500,0.446,-12,97.4,21001,75.93972922,21.24,1.1366,266.15
440,5500,0.410,-16,97.4,22999,71.42523798,20.52,1.1064,262.25
441,5500,1.013,30,94.1,0,70.80589036,20.55,1.1077,307.75
442,5500,0.908,24,94.1,2999,66.05450651,18.51,1.0606,301.75
443,5500,0.812,18,94.1,5997,60.8596256,16.49,0.9831,295.75
444,5500,0.724,12,94.1,8999,56.15089171,15.19,0.9033,289.85
445,5500,0.644,6,94.1,11998,54.47158715,14.98,0.8733,283.85
446,5500,0.572,0,94.1,15000,56.48875508,15.49,0.8916,277.85
447,5500,0.527,-4,94.1,17001,58.20513076,15.84,0.9085,273.85
448,5500,0.485,-8,94.1,18999,58.60372775,16.00,0.9143,269.85
449,5500,0.446,-12,94.1,21001,57.17501404,15.92,0.9038,265.85
450,5500,0.410,-16,94.1,22999,54.31444603,15.65,0.8782,261.95
451,5500,1.013,30,84.5,0,43.60111952,13.55,0.7998,307.25
452,5500,0.908,24,84.5,2999,40.73357439,12.57,0.7445,301.15
453,5500,0.812,18,84.5,5997,37.86354179,11.70,0.6948,295.15
454,5500,0.724,12,84.5,8999,34.31569188,10.90,0.6431,289.45
455,5500,0.644,6,84.5,11998,30.62568471,10.10,0.5891,283.55
456,5500,0.572,0,84.5,15000,27.1581994,9.23,0.5383,277.65
457,5500,0.527,-4,84.5,17001,24.93057231,8.62,0.5060,273.85
458,5500,0.485,-8,84.5,18999,22.87981031,8.05,0.4761,270.05
459,5500,0.446,-12,84.5,21001,21.03038462,7.58,0.4495,266.35
460,5500,0.410,-16,84.5,22999,19.3941056,7.22,0.4262,262.75
461,5500,1.013,30,72,0,24.82705383,9.26,0.6042,307.05
462,5500,0.908,24,72,2999,22.13364646,8.36,0.5409,301.05
463,5500,0.812,18,72,5997,19.40443211,7.55,0.4814,295.25
464,5500,0.724,12,72,8999,16.59739344,6.80,0.4283,289.35
465,5500,0.644,6,72,11998,13.99940353,6.16,0.3804,283.45
466,5500,0.572,0,72,15000,11.42892201,5.63,0.3367,277.45
467,5500,0.527,-4,72,17001,9.641797257,5.30,0.3088,273.45
468,5500,0.485,-8,72,18999,7.893884708,4.99,0.2832,269.45
469,5500,0.446,-12,72,21001,6.288902075,4.73,0.2613,265.45
470,5500,0.410,-16,72,22999,4.964660862,4.54,0.2440,261.35
471,5500,1.013,30,56.5,0,9.466608758,5.79,0.3931,307.75
472,5500,0.908,24,56.5,2999,7.337039111,5.29,0.3468,301.55
473,5500,0.812,18,56.5,5997,5.678074247,4.97,0.3120,295.45
474,5500,0.724,12,56.5,8999,3.989111121,4.71,0.2793,289.65
475,5500,0.644,6,56.5,11998,2.327691822,4.44,0.2490,283.65
481,5800,1.013,45,100,0,103.7771844,33.60,1.4887,323.15
482,5800,0.908,39,100,2999,104.017314,33.84,1.5031,317.35
483,5800,0.812,33,100,5997,103.3059066,34.09,1.5204,311.65
484,5800,0.724,27,100,8999,104.3127606,34.02,1.5117,305.65
485,5800,0.644,21,100,11998,104.84952,34.20,1.5481,299.75
486,5800,0.572,15,100,15000,104.1933657,34.20,1.5755,293.95
487,5800,0.527,11,100,17001,102.1605213,32.63,1.4812,290.15
488,5800,0.485,7,100,18999,95.20984194,30.30,1.3774,286.45
489,5800,0.446,3,100,21001,85.86923459,27.64,1.2856,282.25
490,5800,0.410,-1,100,22999,77.32972746,25.37,1.2081,278.15
491,5800,1.013,45,99.4,0,100.9748327,32.31,1.4546,323.15
492,5800,0.908,39,99.4,2999,100.5022726,32.16,1.4602,317.35
493,5800,0.812,33,99.4,5997,99.01663209,31.88,1.4648,311.55
494,5800,0.724,27,99.4,8999,98.75990862,31.28,1.4420,305.55
495,5800,0.644,21,99.4,11998,98.40824759,30.93,1.4633,299.65
496,5800,0.572,15,99.4,15000,98.25036971,30.92,1.4921,293.65
497,5800,0.527,11,99.4,17001,96.83047332,29.88,1.4121,289.85
498,5800,0.485,7,99.4,18999,90.93208805,28.05,1.3190,286.05
499,5800,0.446,3,99.4,21001,82.497368,25.85,1.2360,282.25
500,5800,0.410,-1,99.4,22999,74.58770312,23.90,1.1654,278.15
501,5800,1.013,45,98.8,0,98.05274053,30.97,1.4200,323.05
502,5800,0.908,39,98.8,2999,96.89894867,30.46,1.4178,317.25
503,5800,0.812,33,98.8,5997,94.66854914,29.71,1.4102,311.45
504,5800,0.724,27,98.8,8999,93.27832489,28.67,1.3746,305.45
505,5800,0.644,21,98.8,11998,92.20286456,27.92,1.3816,299.45
506,5800,0.572,15,98.8,15000,92.45222043,27.91,1.4097,293.55
507,5800,0.527,11,98.8,17001,91.58353107,27.28,1.3441,289.65
508,5800,0.485,7,98.8,18999,86.69456254,25.91,1.2626,285.75
509,5800,0.446,3,98.8,21001,79.21299425,24.13,1.1885,281.95
510,5800,0.410,-1,98.8,22999,71.94863045,22.50,1.1245,278.05
511,5800,1.013,45,97.4,0,90.9287066,27.81,1.3383,322.95
512,5800,0.908,39,97.4,2999,88.32349377,26.56,1.3209,317.15
513,5800,0.812,33,97.4,5997,84.54563455,24.94,1.2878,311.25
514,5800,0.724,27,97.4,8999,81.06570498,23.21,1.2278,305.25
515,5800,0.644,21,97.4,11998,78.89343201,22.04,1.2065,299.25
516,5800,0.572,15,97.4,15000,79.80199229,22.04,1.2280,293.35
517,5800,0.527,11,97.4,17001,79.97259423,22.00,1.1939,289.35
518,5800,0.485,7,97.4,18999,77.17422533,21.47,1.1404,285.45
519,5800,0.446,3,97.4,21001,71.89737721,20.56,1.0858,281.45
520,5800,0.410,-1,97.4,22999,66.1116174,19.60,1.0354,277.45
521,5800,1.013,45,94.1,0,73.23486626,21.47,1.1518,322.65
522,5800,0.908,39,94.1,2999,68.23163602,19.44,1.1063,316.75
523,5800,0.812,33,94.1,5997,62.68601322,17.27,1.0404,310.85
524,5800,0.724,27,94.1,8999,57.73794037,15.68,0.9602,304.95
525,5800,0.644,21,94.1,11998,55.5368852,15.13,0.9128,298.95
526,5800,0.572,15,94.1,15000,56.93260538,15.40,0.9189,293.05
527,5800,0.527,11,94.1,17001,58.17329394,15.66,0.9244,289.05
528,5800,0.485,7,94.1,18999,57.96799899,15.75,0.9137,285.05
529,5800,0.446,3,94.1,21001,55.86137716,15.61,0.8873,281.05
530,5800,0.410,-1,94.1,22999,52.50836512,15.30,0.8536,277.05
531,5800,1.013,45,84.5,0,42.76352753,13.57,0.8095,322.25
532,5800,0.908,39,84.5,2999,39.26876254,12.46,0.7494,316.35
533,5800,0.812,33,84.5,5997,36.03457632,11.47,0.6917,310.35
534,5800,0.724,27,84.5,8999,32.27058518,10.57,0.6315,304.55
535,5800,0.644,21,84.5,11998,28.29092436,9.72,0.5686,298.85
536,5800,0.572,15,84.5,15000,24.77794037,8.90,0.5130,293.15
537,5800,0.527,11,84.5,17001,22.76288745,8.38,0.4820,289.25
538,5800,0.485,7,84.5,18999,20.98952103,7.90,0.4550,285.45
539,5800,0.446,3,84.5,21001,19.38280035,7.51,0.4307,281.65
540,5800,0.410,-1,84.5,22999,17.9157934,7.20,0.4096,277.95
541,5800,1.013,45,72,0,23.57752318,9.18,0.6020,322.35
542,5800,0.908,39,72,2999,20.53187491,8.20,0.5393,316.45
543,5800,0.812,33,72,5997,17.60470974,7.32,0.4781,310.55
544,5800,0.724,27,72,8999,14.69592528,6.54,0.4216,304.85
545,5800,0.644,21,72,11998,11.94881875,5.89,0.3715,299.15
546,5800,0.572,15,72,15000,9.258007498,5.36,0.3285,293.05
547,5800,0.527,11,72,17001,7.430842854,5.05,0.3021,288.95
548,5800,0.485,7,72,18999,5.677784822,4.77,0.2777,284.95
549,5800,0.446,3,72,21001,4.101402712,4.53,0.2560,280.85
550,5800,0.410,-1,72,22999,2.841862672,4.36,0.2379,276.75
551,5800,1.013,45,56.5,0,8.975100991,5.91,0.4093,322.75
552,5800,0.908,39,56.5,2999,6.543416158,5.37,0.3582,316.85
553,5800,0.812,33,56.5,5997,4.755490283,5.03,0.3189,310.65
554,5800,0.724,27,56.5,8999,3.12420082,4.81,0.2853,305.05
561,5500,1.013,45,100,0,98.41838316,31.90,1.4192,323.05
562,5500,0.908,39,100,2999,98.69754478,31.92,1.4333,317.35
563,5500,0.812,33,100,5997,98.68810243,32.24,1.4446,311.65
564,5500,0.724,27,100,8999,99.39602095,32.16,1.4365,305.75
565,5500,0.644,21,100,11998,99.70092278,32.25,1.4813,299.75
566,5500,0.572,15,100,15000,99.55479555,32.21,1.5418,293.75
567,5500,0.527,11,100,17001,97.73853698,31.08,1.4494,289.95
568,5500,0.485,7,100,18999,91.33809832,29.04,1.3489,286.15
569,5500,0.446,3,100,21001,82.64640773,26.55,1.2653,282.25
570,5500,0.410,-1,100,22999,74.52207544,24.39,1.1959,278.05
571,5500,1.013,45,99.4,0,95.78981015,30.63,1.3873,323.05
572,5500,0.908,39,99.4,2999,95.38734153,30.26,1.3930,317.35
573,5500,0.812,33,99.4,5997,94.56476209,30.05,1.3928,311.65
574,5500,0.724,27,99.4,8999,94.15940863,29.39,1.3695,305.65
575,5500,0.644,21,99.4,11998,93.51628233,28.84,1.3953,299.65
576,5500,0.572,15,99.4,15000,93.82582233,28.92,1.4566,293.65
577,5500,0.527,11,99.4,17001,92.76712561,28.36,1.3832,289.75
578,5500,0.485,7,99.4,18999,87.44162675,26.88,1.2952,285.85
579,5500,0.446,3,99.4,21001,79.6620116,24.88,1.2206,281.95
580,5500,0.410,-1,99.4,22999,72.20276556,23.03,1.1577,278.05
581,5500,1.013,45,98.8,0,93.05864384,29.33,1.3551,323.05
582,5500,0.908,39,98.8,2999,92.00926255,28.61,1.3535,317.35
583,5500,0.812,33,98.8,5997,90.41517101,27.90,1.3423,311.55
584,5500,0.724,27,98.8,8999,89.00160538,26.79,1.3054,305.55
585,5500,0.644,21,98.8,11998,87.62114952,25.80,1.3142,299.55
586,5500,0.572,15,98.8,15000,88.29213597,25.97,1.3733,293.55
587,5500,0.527,11,98.8,17001,87.8691521,25.82,1.3176,289.55
588,5500,0.485,7,98.8,18999,83.55193312,24.82,1.2429,285.65
589,5500,0.446,3,98.8,21001,76.70207657,23.26,1.1771,281.65
590,5500,0.410,-1,98.8,22999,69.88843166,21.72,1.1203,277.75
591,5500,1.013,45,97.4,0,86.43458825,26.32,1.2798,322.95
592,5500,0.908,39,97.4,2999,84.02165492,24.90,1.2642,317.25
593,5500,0.812,33,97.4,5997,80.85824591,23.29,1.2300,311.45
594,5500,0.724,27,97.4,8999,77.57872629,21.53,1.1681,305.45
595,5500,0.644,21,97.4,11998,75.20692621,20.22,1.1464,299.45
596,5500,0.572,15,97.4,15000,76.40901843,20.45,1.1924,293.45
597,5500,0.527,11,97.4,17001,77.02394778,20.79,1.1717,289.45
598,5500,0.485,7,97.4,18999,74.70922999,20.56,1.1274,285.45
599,5500,0.446,3,97.4,21001,69.92667881,19.83,1.0809,281.35
600,5500,0.410,-1,97.4,22999,64.49182995,18.93,1.0361,277.35
601,5500,1.013,45,94.1,0,70.10823626,20.48,1.1085,322.85
602,5500,0.908,39,94.1,2999,65.48614381,18.47,1.0659,316.95
603,5500,0.812,33,94.1,5997,60.67212085,16.43,1.0037,311.05
604,5500,0.724,27,94.1,8999,56.33329511,15.02,0.9259,305.15
605,5500,0.644,21,94.1,11998,54.42376652,14.63,0.8827,299.05
606,5500,0.572,15,94.1,15000,55.66244868,14.94,0.8988,293.05
607,5500,0.527,11,94.1,17001,56.67473573,15.17,0.9108,289.05
608,5500,0.485,7,94.1,18999,56.36277131,15.22,0.9062,285.05
609,5500,0.446,3,94.1,21001,54.30219299,15.05,0.8850,281.05
610,5500,0.410,-1,94.1,22999,51.02027851,14.71,0.8541,277.05
611,5500,1.013,45,84.5,0,42.81717377,13.47,0.8019,322.45
612,5500,0.908,39,84.5,2999,39.81000943,12.47,0.7460,316.55
613,5500,0.812,33,84.5,5997,36.93324084,11.56,0.6933,310.65
614,5500,0.724,27,84.5,8999,33.46802149,10.72,0.6382,304.65
615,5500,0.644,21,84.5,11998,29.64897151,9.88,0.5776,298.65
616,5500,0.572,15,84.5,15000,25.918178,8.97,0.5204,292.95
617,5500,0.527,11,84.5,17001,23.54257386,8.33,0.4866,289.25
618,5500,0.485,7,84.5,18999,21.36844364,7.74,0.4561,285.45
619,5500,0.446,3,84.5,21001,19.41172683,7.24,0.4285,281.65
620,5500,0.410,-1,84.5,22999,17.6887765,6.85,0.4050,278.05
621,5500,1.013,45,72,0,24.51427885,9.12,0.6117,322.35
622,5500,0.908,39,72,2999,21.724369,8.19,0.5487,316.45
623,5500,0.812,33,72,5997,18.82811458,7.33,0.4850,310.55
624,5500,0.724,27,72,8999,15.8451373,6.56,0.4255,304.65
625,5500,0.644,21,72,11998,13.1384726,5.89,0.3740,298.65
626,5500,0.572,15,72,15000,10.57326868,5.35,0.3308,292.65
627,5500,0.527,11,72,17001,8.827037232,5.03,0.3042,288.65
628,5500,0.485,7,72,18999,7.128032754,4.73,0.2794,284.55
629,5500,0.446,3,72,21001,5.552272968,4.47,0.2569,280.45
630,5500,0.410,-1,72,22999,4.204510159,4.28,0.2374,276.45
631,5500,1.013,45,56.5,0,9.88538465,5.85,0.4121,323.05
632,5500,0.908,39,56.5,2999,7.816877464,5.34,0.3604,316.85
633,5500,0.812,33,56.5,5997,6.072435371,4.99,0.3196,310.85
634,5500,0.724,27,56.5,8999,4.224055686,4.71,0.2833,304.75
635,5500,0.644,21,56.5,11998,2.405498852,4.41,0.2507,298.45
641,5000,1.013,0,100,0,89.47757065,28.12,1.3567,277.45
642,5000,0.908,-6,100,2999,89.50257508,27.58,1.3406,271.65
643,5000,0.812,-12,100,5997,87.71211031,27.20,1.3268,265.95
644,5000,0.724,-18,100,8999,87.17529425,27.31,1.2948,260.05
645,5000,0.644,-24,100,11998,87.05336613,28.05,1.2608,254.25
646,5000,0.572,-30,100,15000,87.28737217,28.42,1.2285,248.25
647,5000,0.527,-34,100,17001,87.31212486,28.46,1.1838,244.25
648,5000,0.485,-38,100,18999,85.85292298,27.98,1.1179,240.25
649,5000,0.446,-42,100,21001,82.24506131,26.99,1.0345,236.35
650,5000,0.410,-46,100,22999,76.76320733,25.71,0.9456,232.45
651,5000,1.013,0,99.4,0,87.32553491,27.02,1.3283,277.45
652,5000,0.908,-6,99.4,2999,86.7328073,26.17,1.3039,271.55
653,5000,0.812,-12,99.4,5997,84.30664315,25.48,1.2810,265.85
654,5000,0.724,-18,99.4,8999,83.17973708,25.32,1.2428,260.05
655,5000,0.644,-24,99.4,11998,82.88172498,25.88,1.2091,254.15
656,5000,0.572,-30,99.4,15000,83.5761789,26.49,1.1838,248.15
657,5000,0.527,-34,99.4,17001,84.0935201,26.78,1.1449,244.15
658,5000,0.485,-38,99.4,18999,83.09396124,26.54,1.0843,240.25
659,5000,0.446,-42,99.4,21001,79.86342383,25.77,1.0051,236.25
660,5000,0.410,-46,99.4,22999,74.68767644,24.64,0.9198,232.35
661,5000,1.013,0,98.8,0,85.13120838,25.92,1.3001,277.35
662,5000,0.908,-6,98.8,2999,83.94646276,24.80,1.2683,271.55
663,5000,0.812,-12,98.8,5997,80.96001825,23.84,1.2362,265.85
664,5000,0.724,-18,98.8,8999,79.29001515,23.45,1.1926,260.05
665,5000,0.644,-24,98.8,11998,78.83784847,23.86,1.1593,254.05
666,5000,0.572,-30,98.8,15000,79.90341175,24.64,1.1396,248.15
667,5000,0.527,-34,98.8,17001,80.79088626,25.09,1.1059,244.15
668,5000,0.485,-38,98.8,18999,80.15420051,25.05,1.0500,240.15
669,5000,0.446,-42,98.8,21001,77.26127933,24.46,0.9752,236.15
670,5000,0.410,-46,98.8,22999,72.40768861,23.49,0.8934,232.25
671,5000,1.013,0,97.4,0,79.93779413,23.44,1.2349,277.35
672,5000,0.908,-6,97.4,2999,77.5149956,21.84,1.1888,271.55
673,5000,0.812,-12,97.4,5997,73.49683679,20.44,1.1371,265.75
674,5000,0.724,-18,97.4,8999,70.76934254,19.69,1.0834,259.95
675,5000,0.644,-24,97.4,11998,70.04025507,19.86,1.0516,253.95
676,5000,0.572,-30,97.4,15000,71.63842789,20.76,1.0406,248.05
677,5000,0.527,-34,97.4,17001,72.97537457,21.38,1.0159,244.05
678,5000,0.485,-38,97.4,18999,72.85445044,21.60,0.9694,240.05
679,5000,0.446,-42,97.4,21001,70.60089247,21.34,0.9041,236.05
680,5000,0.410,-46,97.4,22999,66.51691313,20.72,0.8311,232.05
681,5000,1.013,0,94.1,0,67.4075405,18.84,1.0892,277.15
682,5000,0.908,-6,94.1,2999,63.32888508,17.08,1.0232,271.35
683,5000,0.812,-12,94.1,5997,58.24961885,15.65,0.9477,265.45
684,5000,0.724,-18,94.1,8999,54.45282373,15.01,0.8867,259.65
685,5000,0.644,-24,94.1,11998,53.45107139,15.18,0.8576,253.75
686,5000,0.572,-30,94.1,15000,54.64427255,15.65,0.8468,247.75
687,5000,0.527,-34,94.1,17001,55.46988751,15.88,0.8285,243.85
688,5000,0.485,-38,94.1,18999,55.31869213,15.93,0.7939,239.85
689,5000,0.446,-42,94.1,21001,53.84042535,15.80,0.7454,235.85
690,5000,0.410,-46,94.1,22999,51.23057181,15.50,0.6910,231.85
691,5000,1.013,0,84.5,0,46.13622523,13.48,0.8466,276.95
692,5000,0.908,-6,84.5,2999,43.65374982,12.67,0.7960,271.05
693,5000,0.812,-12,84.5,5997,40.20111643,11.92,0.7409,265.15
694,5000,0.724,-18,84.5,8999,36.50293645,11.23,0.6813,259.25
695,5000,0.644,-24,84.5,11998,33.2336287,10.50,0.6192,253.35
696,5000,0.572,-30,84.5,15000,29.95794646,9.59,0.5584,247.45
697,5000,0.527,-34,84.5,17001,27.67819317,8.92,0.5192,243.55
698,5000,0.485,-38,84.5,18999,25.51691479,8.30,0.4822,239.75
699,5000,0.446,-42,84.5,21001,23.55465742,7.78,0.4481,236.05
700,5000,0.410,-46,84.5,22999,21.79458101,7.38,0.4176,232.45
701,5000,1.013,0,72,0,27.89611901,9.55,0.6427,276.95
702,5000,0.908,-6,72,2999,25.84410765,8.83,0.5871,270.95
703,5000,0.812,-12,72,5997,23.23250074,8.11,0.5333,264.95
704,5000,0.724,-18,72,8999,20.29601285,7.41,0.4784,258.95
705,5000,0.644,-24,72,11998,17.51668512,6.76,0.4240,252.95
706,5000,0.572,-30,72,15000,14.83250249,6.18,0.3738,246.85
707,5000,0.527,-34,72,17001,13.02712121,5.83,0.3436,242.95
708,5000,0.485,-38,72,18999,11.31960703,5.50,0.3179,238.95
709,5000,0.446,-42,72,21001,9.802504931,5.23,0.2975,234.95
710,5000,0.410,-46,72,22999,8.526813227,5.01,0.2819,230.95
711,5000,1.013,0,56.5,0,11.47128059,5.76,0.4057,277.75
712,5000,0.908,-6,56.5,2999,9.85432597,5.32,0.3643,271.55
713,5000,0.812,-12,56.5,5997,8.194115609,4.99,0.3298,265.55
714,5000,0.724,-18,56.5,8999,6.248522748,4.67,0.2971,259.45
715,5000,0.644,-24,56.5,11998,4.558297746,4.34,0.2694,253.45
716,5000,0.572,-30,56.5,15000,3.398651496,4.09,0.2505,247.05
717,5000,0.527,-34,56.5,17001,2.911278441,3.99,0.2431,243.15
718,5000,0.485,-38,56.5,18999,2.636199421,3.96,0.2398,239.35
719,5000,0.446,-42,56.5,21001,2.546724055,3.98,0.2405,235.35
720,5000,0.410,-46,56.5,22999,2.60222554,4.05,0.2438,231.25
721,4500,1.013,0,100,0,76.7040696,23.40,1.3278,277.55
722,4500,0.908,-6,100,2999,75.59509786,22.58,1.2976,271.75
723,4500,0.812,-12,100,5997,72.5860338,21.93,1.2358,265.85
724,4500,0.724,-18,100,8999,71.17555322,22.07,1.1578,259.95
725,4500,0.644,-24,100,11998,69.7089125,22.29,1.0661,254.05
726,4500,0.572,-30,100,15000,67.20836699,21.83,0.9685,247.85
727,4500,0.527,-34,100,17001,65.26387332,21.23,0.8900,243.75
728,4500,0.485,-38,100,18999,62.70991006,20.38,0.8034,239.75
729,4500,0.446,-42,100,21001,59.32587892,19.33,0.7168,235.75
730,4500,0.410,-46,100,22999,55.31063268,18.22,0.6405,231.75
731,4500,1.013,0,99.4,0,75.12500458,22.53,1.3080,277.45
732,4500,0.908,-6,99.4,2999,73.58899221,21.48,1.2710,271.65
733,4500,0.812,-12,99.4,5997,70.20799125,20.65,1.2039,265.75
734,4500,0.724,-18,99.4,8999,68.51744111,20.65,1.1244,259.85
735,4500,0.644,-24,99.4,11998,67.02589524,20.85,1.0353,254.05
736,4500,0.572,-30,99.4,15000,64.83594995,20.59,0.9424,247.85
737,4500,0.527,-34,99.4,17001,63.18664153,20.17,0.8671,243.75
738,4500,0.485,-38,99.4,18999,60.90927022,19.50,0.7832,239.75
739,4500,0.446,-42,99.4,21001,57.74892079,18.58,0.6987,235.75
740,4500,0.410,-46,99.4,22999,53.90431466,17.55,0.6241,231.65
741,4500,1.013,0,98.8,0,73.53280127,21.69,1.2875,277.45
742,4500,0.908,-6,98.8,2999,71.60076119,20.46,1.2446,271.65
743,4500,0.812,-12,98.8,5997,67.92113536,19.48,1.1729,265.75
744,4500,0.724,-18,98.8,8999,65.95078255,19.34,1.0925,259.85
745,4500,0.644,-24,98.8,11998,64.40609623,19.49,1.0063,254.05
746,4500,0.572,-30,98.8,15000,62.48793675,19.38,0.9179,247.85
747,4500,0.527,-34,98.8,17001,61.09346638,19.11,0.8457,243.75
748,4500,0.485,-38,98.8,18999,59.06303088,18.59,0.7644,239.75
749,4500,0.446,-42,98.8,21001,56.11786102,17.80,0.6822,235.75
750,4500,0.410,-46,98.8,22999,52.4510936,16.88,0.6091,231.65
751,4500,1.013,0,97.4,0,69.82491062,19.88,1.2378,277.45
752,4500,0.908,-6,97.4,2999,67.11210705,18.39,1.1843,271.55
753,4500,0.812,-12,97.4,5997,62.97116225,17.20,1.1042,265.65
754,4500,0.724,-18,97.4,8999,60.37935842,16.77,1.0238,259.75
755,4500,0.644,-24,97.4,11998,58.63747225,16.76,0.9457,253.95
756,4500,0.572,-30,97.4,15000,57.18958915,16.82,0.8666,247.85
757,4500,0.527,-34,97.4,17001,56.22840053,16.77,0.8007,243.75
758,4500,0.485,-38,97.4,18999,54.65121273,16.50,0.7256,239.75
759,4500,0.446,-42,97.4,21001,52.15919465,15.99,0.6484,235.75
760,4500,0.410,-46,97.4,22999,48.91772698,15.31,0.5790,231.65
761,4500,1.013,0,94.1,0,60.92187446,16.73,1.1178,277.35
762,4500,0.908,-6,94.1,2999,57.41331739,15.36,1.0531,271.45
763,4500,0.812,-12,94.1,5997,52.98252546,14.33,0.9693,265.55
764,4500,0.724,-18,94.1,8999,49.45404835,13.73,0.8960,259.55
765,4500,0.644,-24,94.1,11998,47.25784009,13.46,0.8339,253.75
766,4500,0.572,-30,94.1,15000,45.94201415,13.29,0.7688,247.75
767,4500,0.527,-34,94.1,17001,45.11449881,13.14,0.7137,243.75
768,4500,0.485,-38,94.1,18999,43.89003142,12.92,0.6506,239.85
769,4500,0.446,-42,94.1,21001,42.06260031,12.61,0.5849,235.85
770,4500,0.410,-46,94.1,22999,39.69835609,12.23,0.5242,231.85
771,4500,1.013,0,84.5,0,44.9584779,12.86,0.8969,277.05
772,4500,0.908,-6,84.5,2999,42.57384941,12.08,0.8523,271.25
773,4500,0.812,-12,84.5,5997,38.8642317,11.29,0.7930,265.35
774,4500,0.724,-18,84.5,8999,34.99534968,10.52,0.7230,259.45
775,4500,0.644,-24,84.5,11998,31.68753056,9.70,0.6465,253.65
776,4500,0.572,-30,84.5,15000,28.28897534,8.73,0.5698,247.95
777,4500,0.527,-34,84.5,17001,25.88639773,8.05,0.5196,244.05
778,4500,0.485,-38,84.5,18999,23.60557938,7.42,0.4725,240.15
779,4500,0.446,-42,84.5,21001,21.56039546,6.91,0.4294,236.45
780,4500,0.410,-46,84.5,22999,19.76329377,6.50,0.3917,232.85
781,4500,1.013,0,72,0,29.31716411,9.41,0.7038,276.95
782,4500,0.908,-6,72,2999,27.56833578,8.76,0.6520,271.05
783,4500,0.812,-12,72,5997,24.65543203,8.06,0.5904,265.05
784,4500,0.724,-18,72,8999,21.22377992,7.34,0.5247,259.25
785,4500,0.644,-24,72,11998,18.08460382,6.66,0.4608,253.35
786,4500,0.572,-30,72,15000,15.31533494,6.07,0.4026,247.35
787,4500,0.527,-34,72,17001,13.56607787,5.70,0.3674,243.35
788,4500,0.485,-38,72,18999,11.94784652,5.38,0.3370,239.25
789,4500,0.446,-42,72,21001,10.51281643,5.11,0.3122,235.25
790,4500,0.410,-46,72,22999,9.290589153,4.89,0.2928,231.25
791,4500,1.013,0,56.5,0,13.49858518,5.82,0.4504,277.25
792,4500,0.908,-6,56.5,2999,12.12866912,5.35,0.4115,271.25
793,4500,0.812,-12,56.5,5997,10.3487112,4.95,0.3747,265.15
794,4500,0.724,-18,56.5,8999,8.157193288,4.54,0.3358,259.25
795,4500,0.644,-24,56.5,11998,6.189737063,4.15,0.2997,253.25
796,4500,0.572,-30,56.5,15000,4.765045016,3.83,0.2728,247.35
797,4500,0.527,-34,56.5,17001,4.117158973,3.70,0.2607,243.45
